roll_no,name,Father_name,Mother_name,dob,gender,email,phone,address,school_name_10th,school_name_12th,marks_10th,marks_12th
22316059,Jackson Varghese,Frederick Master,Pooja Manda,2001-09-26,Female,leena62@gmail.com,3967521278,"H.No. 29
Dugal Ganj
Bhind 972636","977, Bali Path, Vijayanagaram-595727","96/388
Majumdar Nagar, Amritsar 907201",88,81
22316060,Vasana Tripathi,Patrick Chakraborty,Pallavi Oak,2003-10-04,Male,geetika93@gmail.com,3601776808,"176
Gour Nagar
Guna-350877","60/41, Yogi Marg, Ghaziabad-036652","094, Dixit
Rohtak 107296",92,82
22316061,Bimala Sengupta,Maanav Desai,Ladli Nath,2003-02-22,Male,deojatin@gmail.com,6800826521,"981
Modi Chowk, Adoni-412983","14/24, Kaur Street, Bhiwandi-482637","77/683
Mandal Marg
Thrissur-701673",65,72
22316062,Veer Tara,Jatin Trivedi,Manya Nair,2003-12-02,Female,jagvi60@gmail.com,2321312727,"244
Dora Ganj
Jalna 316597","514, Natarajan Circle
Coimbatore-618344","88/895, Wali Chowk, Bhind-206755",80,82
22316063,Ethan Yohannan,Shaurya Prabhakar,Shivani Bala,2002-04-02,Male,qjohal@gmail.com,9026592576,"260, Viswanathan Ganj
Rohtak-063419","H.No. 73, Pradhan Path
Sagar 622544","03/407, Sodhi Path
Yamunanagar 792901",66,65
22316064,William Jain,Arin Behl,Mahika Lala,2005-01-15,Female,udyatikara@gmail.com,5117873673,"H.No. 75, Sandhu Nagar, Kumbakonam-302535","H.No. 63, Raman Marg, Bokaro 527930","H.No. 86, Bora Chowk, Avadi 073781",76,70
22316065,Charita Varkey,Teerth Wali,Nirja Khatri,2003-11-24,Female,fdhingra@gmail.com,2064975929,"13/52, Vig Nagar, Bellary-243535","H.No. 504, Ramanathan Chowk
Ujjain-478479","H.No. 289, Loyal Chowk, Kolkata-265192",72,87
22316066,Yatan Agrawal,Fariq Pillai,Amrita Singhal,1999-12-26,Male,okhosla@gmail.com,6391454148,"50/91, Chada Nagar
Kharagpur-639635","74
De Ganj, Silchar-344765","66/392
Jhaveri Street, Guna-005266",91,68
22316067,Bhavani Rajan,Ryan Narain,Turvi Narasimhan,2003-12-21,Female,darsh87@gmail.com,3623838785,"75/827, Anne Marg
Ranchi-514235","29/774, Varkey Road, New Delhi-693720","392, Nadkarni Marg, North Dumdum 738252",85,79
22316068,Girindra Dass,Peter Rajan,Chaitaly Khalsa,2002-09-09,Male,bordepatrick@gmail.com,3504212592,"519
Pandit Road, Ambattur 812808","H.No. 19, Jaggi Zila, Tiruvottiyur-062716","51/715
Koshy Ganj
Parbhani-822693",73,83
22316069,Avni Ramachandran,Arjun Batra,Saumya Lalla,2004-08-28,Female,tarageetika@gmail.com,7707107347,"941, Wagle Road
Korba-363273","587, Grewal Path, Mira-Bhayandar 790467","44
Mistry Ganj, Anantapuram-352960",81,79
22316070,Jonathan Raja,Ethan Balakrishnan,Urishilla Ramachandran,2004-10-26,Male,juppal@gmail.com,1250993252,"H.No. 72, Dalal Zila
Mau 880885","H.No. 32
Natt Ganj
Tinsukia 082838","H.No. 55
Bahri Marg
Tinsukia-402753",89,71
22316071,Mekhala Sha,Gopal Misra,Edhitha Mukherjee,2005-05-07,Female,bawavarenya@gmail.com,4881935484,"13/86
Handa Ganj, Vadodara 576840","H.No. 665, Sachdev Circle
Gopalpur-377704","90
Kulkarni Marg, Unnao-008506",95,76
22316072,Vinaya Comar,Hritik Khurana,Urmi Bhalla,2004-05-02,Male,beraladli@gmail.com,8898182402,"98/63
Ravi Chowk, Guntakal-981288","H.No. 940, Choudhry Path
Buxar 670263","06/205, Bera
Ambala 964523",94,75
22316073,Azad Narang,Onveer Pandey,Bhanumati Kadakia,2003-10-11,Female,jaggikai@gmail.com,2174373654,"01/152
Ramaswamy Path
Jamalpur 380495","H.No. 63
Rai Chowk
Hapur-281920","79, Karpe Zila, Purnia-827545",90,96
22316074,Warinder Choudhary,Jack Walia,Nirja Khare,2000-11-03,Female,ayush33@gmail.com,4325091669,"68/502
Bera Ganj, Ambala 382961","33/136
Sahni Circle
Chittoor 711037","H.No. 86
Raghavan
Nagercoil-467644",78,89
22316075,Azaan Sawhney,Darsh Munshi,Yutika Loyal,2000-09-24,Male,rushil49@gmail.com,6923292178,"H.No. 008, Mane Marg, Madanapalle-989311","H.No. 84, Chaudry Street
Siliguri-786992","H.No. 51, Tata Marg, Bilaspur-644620",61,62
22316076,Mugdha Dugar,Balvan Morar,Vrishti Iyer,2002-04-13,Male,hritikkumar@gmail.com,9392355321,"99/447, Dey Ganj
Gopalpur-308446","62/50
Viswanathan Ganj
Chandrapur-917274","H.No. 65
Kalita Zila
Katni 410245",88,80
22316077,Amruta Naidu,Shaurya More,Damyanti Rama,2001-03-04,Female,kai27@gmail.com,4253086354,"02, Venkatesh Nagar
Ambattur 656503","38/145
Pau Circle, Bareilly-288053","76, Basak Nagar, Vadodara-061538",71,62
22316078,Geetika Ben,Victor Radhakrishnan,Zansi Ganguly,2001-07-02,Female,bhardwajgarima@gmail.com,9081812664,"10/85
Sane Marg, Warangal-201597","08/303
Bedi Ganj
Ulhasnagar 506427","501, Bera Marg
Satna 644155",77,97
22316079,Matthew Choudhary,Robert Badami,Nandini Wali,2005-06-02,Male,arya76@gmail.com,5420535939,"76/07, Hayer Marg
Gulbarga 711748","44/697, Mane Zila, Cuttack 750477","H.No. 69, Kumer Path, Bathinda 775318",84,83
22316080,Hemani Ganesh,Warinder Rama,Rachita Bhattacharyya,2000-12-27,Female,gaurangi08@gmail.com,4197588654,"H.No. 72, Kant Street
Karimnagar-047488","764, Kohli Path
Avadi 044518","302, Bala Marg
Panchkula-966663",81,95
22316081,Jeremiah Mangal,Wridesh Venkatesh,Odika Iyengar,2001-05-21,Male,zanne@gmail.com,5241674362,"H.No. 971
Sampath Zila
Noida 997428","H.No. 68
Kadakia Road, Parbhani 481187","93/124
Tara Path
Jaunpur 487722",71,62
22316082,Manthan Sahota,Zashil Lanka,Panini Nadig,2004-11-27,Male,sarnamanbir@gmail.com,9782717231,"81, Chahal Street, Khammam 402664","H.No. 62, Narasimhan Nagar, Buxar 647792","46, Dhawan Street, Gopalpur 542573",60,96
22316083,Abhiram Lalla,Fiyaz Kohli,Omaja Mohan,2002-12-30,Male,prakashishanvi@gmail.com,9015184100,"51
Ram Ganj
Chinsurah-385626","956
Manne Ganj
Rampur 648721","H.No. 689, Mannan Street
Mau 279173",65,76
22316084,Gaurang Tripathi,Nathan Chopra,Bhavna Narula,2005-01-12,Male,ekansh36@gmail.com,5896981607,"H.No. 790, Kanda Zila, Vadodara 034236","75, Yohannan
Pali 166761","41/96, Chandra Path, Imphal-457255",80,82
22316085,Anusha Sidhu,Frado Lalla,Lavanya Dayal,2002-03-09,Male,chaitanyaiyengar@gmail.com,5704200510,"47/92
Rama
Kadapa 229439","33/06
Raju, Tirupati 409983","30/095, Bajaj Zila
Ambala-951825",91,96
22316086,Xavier Toor,Chandresh Rege,Jasmit Dhaliwal,1999-08-24,Male,ekalinga68@gmail.com,4585581114,"H.No. 975, Kadakia Ganj, Aligarh-534899","94/681
Thakur Ganj
Nagaon 339811","45
Rout Ganj, Mathura 306885",78,75
22316087,Diya Magar,Chatura Reddy,Ishani Apte,2003-10-20,Female,dugardhruv@gmail.com,7110965398,"H.No. 460
Thakur, Burhanpur-012620","14/12
Sharaf Path
Bhimavaram 241863","56/662, Merchant Ganj, North Dumdum 563561",66,63
22316088,Sneha Krishnamurthy,Peter Savant,Raksha Master,2004-01-28,Male,champak18@gmail.com,8199143767,"37/76
Mital Path
Ahmednagar-295405","37/868, Munshi Nagar
Bhubaneswar-550695","H.No. 526, Sibal Ganj, Bijapur 763229",77,88
22316089,Tanvi Shankar,Vincent Chada,Yashawini Pandya,2002-06-23,Male,hnagarajan@gmail.com,9757644734,"16/93, Upadhyay Road, Jodhpur 355647","H.No. 270, Atwal, Bhubaneswar 985925","00
Bandi Zila
Salem-567535",68,80
22316090,Manya Shah,Jeet Narasimhan,Wishi Memon,2005-05-17,Male,mohanindira@gmail.com,1013870459,"H.No. 60
Soman Marg, Asansol 699778","202
Barad Zila
Firozabad 577929","32/62, Sachar Ganj, Karnal 874086",89,63
22316091,Sneha Subramaniam,Charles Banik,Ijaya Ramachandran,2005-03-05,Male,setholiver@gmail.com,7545172912,"96/646
Mallick Zila, Kottayam 723646","H.No. 087, Dhillon Road
Rourkela 234643","09/415
Shetty
Erode 758558",89,96
22316092,Hredhaan Tella,Jairaj Reddy,Nidra Gour,2005-07-22,Male,imaran47@gmail.com,3806598760,"H.No. 61
Kibe Road, Madanapalle 940178","51/59, Date Path
Tinsukia 007221","747
Hegde Zila, Barasat-309732",63,95
22316093,Laksh Tank,Ranbir Sibal,Tamanna Palla,2003-11-17,Male,bavagabriel@gmail.com,8936465528,"70/306, Narang Zila
Gwalior 288578","H.No. 967, Upadhyay Chowk, Nangloi Jat 737193","H.No. 13
Arya Zila, Gopalpur-805458",76,69
22316094,Orinder Mody,Andrew Konda,Yadavi Ben,2000-09-12,Female,chandranekaraj@gmail.com,2171585625,"H.No. 498
Sarin Road, Salem-685427","98/784, Sachdev Marg
Bilaspur-708212","16/98
Dar
Nagercoil-748017",91,80
22316095,Chanakya Sabharwal,Chandran Brar,Jeevika Uppal,2002-01-03,Female,karmason@gmail.com,8233586032,"22, Sankar Nagar, Kozhikode 752450","H.No. 960
Raman Zila, Mirzapur 369835","15/65, Dugar Path, Bettiah 257020",95,94
22316096,Janaki Dara,Udant Shroff,Mohini Sibal,2004-09-22,Male,wmodi@gmail.com,8656927438,"H.No. 75, Choudhury, Delhi-135499","H.No. 78, Goel Road, Salem-366952","H.No. 736
Chokshi Road
Rourkela-914494",66,85
22316097,Xalak Murthy,Xavier Barman,Kavya Dayal,2000-11-02,Male,buchleela@gmail.com,4723043818,"08/417, Tailor Path
Nanded-194938","04/29
Lata, Rewa-516884","647
Minhas Ganj
Aizawl 673130",76,84
22316098,Jhalak Tata,Banjeet Pandit,Bimala Madan,2001-09-09,Female,abhimanyu63@gmail.com,5225626721,"H.No. 26, Mahajan Path
Kishanganj-726789","40/25, Lall Zila
Barasat-634711","61/982, Nagy Street, Bettiah 760739",65,90
22316099,Widisha Mani,Balvan Khalsa,Bhavika Mitter,2005-07-20,Male,eramakrishnan@gmail.com,1443223654,"H.No. 875
Dara Road
Guntur-199070","H.No. 852
Dayal Street, Jabalpur 493777","21/31
Chaudry Zila
Thiruvananthapuram-908989",64,91
22316100,Bhavika Sarma,Chatura Saxena,Damini Banerjee,2000-01-16,Male,urishilla64@gmail.com,5050848591,"08/742
Hayre Chowk, Navi Mumbai-820728","801, Madan Nagar
Farrukhabad-378475","H.No. 481
Khalsa Nagar
Shahjahanpur 071431",82,62
22316101,Onkar Chowdhury,Agastya Kibe,Bhavika Khatri,2001-02-13,Female,brarvincent@gmail.com,1802064479,"H.No. 749, Sheth Circle, Bhatpara-892193","82/609, Rattan Road
Kakinada 615758","08
Puri Street
Kishanganj-116977",82,60
22316102,Ekbal Khurana,Madhav Wason,Kashvi Menon,2002-04-09,Female,sandra@gmail.com,4470094107,"H.No. 88
D�Alia Chowk
Kochi 942025","206, Bhatia Chowk
Guntur-908931","27/669
Deol Chowk, Agartala 609903",68,82
22316103,Vedant Bains,Mason Varma,Veda Dhaliwal,2000-07-17,Male,charlesrana@gmail.com,9341145690,"066, Ray
Kishanganj 789933","H.No. 943, Sura Circle, Bhatpara-672991","815, Suresh Chowk, Bhubaneswar-647303",60,83
22316104,Yamini Behl,Isaac Balan,Bhavini Chakrabarti,2003-04-06,Male,bhavyachand@gmail.com,2384791669,"78/324
Varma, Dhule-064812","H.No. 30, Dhillon
Darbhanga-826549","H.No. 35, Talwar Road
Suryapet-389940",70,66
22316105,Ekaraj Gupta,Ekalinga Prashad,Kashish Nagy,2005-07-23,Male,isura@gmail.com,8746508939,"H.No. 485, Chaudhari Circle, Cuttack-581831","13, More Chowk, Ongole 989488","634
Gokhale Ganj, Hazaribagh 008440",77,82
22316106,Imaran Ramachandran,William Bera,Janya Bajwa,2000-06-14,Male,krishnamaharaj@gmail.com,6317207756,"101, Warrior Ganj, Asansol 941907","H.No. 992
Radhakrishnan Street, Katni-310977","H.No. 55, Jayaraman Road
Aurangabad 596835",79,72
22316107,Ubika Dey,Dakshesh Nori,Ubika Sekhon,1999-10-08,Female,thomas03@gmail.com,5557000499,"54/796, Prabhu Nagar, Saharsa 293009","10/99, Kumer Nagar
Aligarh 431147","13/918
Buch Ganj
Delhi 316880",74,68
22316108,Gautam Dixit,Yuvraj Sehgal,Yashasvi Dey,2000-02-15,Male,vrinda09@gmail.com,7377177805,"858
Khanna Road, Rajkot-413254","180, Dhaliwal Road
Mumbai-899880","08
Bahri Ganj, Kamarhati 141062",65,73
22316109,Akshay Bhat,Daksh Seshadri,Varenya Bhat,2002-10-23,Female,neelima22@gmail.com,6225182143,"76, Suri Nagar, Malda 241082","H.No. 206, Sarna Nagar
Anantapur-589620","58, Murthy, Naihati-981990",70,74
22316110,Pooja Ramanathan,Jonathan Patla,Dayamai Dara,2000-08-28,Male,aiyer@gmail.com,1480545379,"47, Narain Path
Erode 195667","60, Krishnamurthy Circle, Varanasi 606504","H.No. 08
Nayar
Khora  315616",65,84
22316111,Jagat Rana,Frado Nayar,Omaja Ram,1999-09-11,Male,lalmax@gmail.com,3210768600,"H.No. 085, Kar Zila
Purnia 570968","77/45
Chowdhury Road, Udaipur 996089","H.No. 822, Kadakia Street
Dhanbad-435125",92,95
22316112,Daksha Ben,Dhruv Nagi,Hema Shan,2005-05-20,Female,arunimabhatia@gmail.com,6567999336,"896
Lanka Road, Tirupati 253629","36/141
Deshmukh, Darbhanga-421745","H.No. 227
Ahuja Nagar
Panvel 631296",75,97
22316113,Ishaan Chana,Benjamin Deo,Eiravati Mitra,2002-05-02,Female,vedhikaramaswamy@gmail.com,1413360137,"H.No. 904, Kota Ganj
Nanded 435222","H.No. 86, Misra Road
Ichalkaranji 977320","H.No. 08
Bawa
Ghaziabad 886197",82,83
22316114,Vedhika Lala,Rushil Rajan,Odika Gade,2004-06-28,Male,ekani74@gmail.com,3273078616,"H.No. 425
Mital
Jodhpur 867181","026
Bhat Zila
Mumbai-572594","77/492
Chowdhury
Chittoor 987118",93,75
22316115,Gaurika Memon,Dakshesh Sridhar,Chaaya Sarma,2000-05-20,Male,doraaryan@gmail.com,9107552523,"H.No. 297
Bera Road
Jabalpur 369356","605
Ben
Davanagere 746550","394, Prasad Road, Karnal-638305",65,74
22316116,Ethan Mukherjee,Nakul Murthy,Vasatika Dugal,2002-02-21,Male,christopher97@gmail.com,9014461552,"33, Malhotra Road
Alappuzha-811209","719, Dara Circle
Narasaraopet 217793","10/508
Tank Path
Dindigul 340789",63,68
22316117,Wakeeta Tailor,Oliver D�Alia,Chavvi Aurora,2001-04-29,Female,omisha31@gmail.com,2284447241,"56, Sachdeva Chowk
Madurai 418339","H.No. 180, Sankaran Ganj
Sambhal 240490","06/83, Kapoor Road
Gopalpur-140703",64,94
22316118,Akshay Pandit,Pratyush Tata,Ira Talwar,2004-09-17,Female,maanas23@gmail.com,1044507191,"H.No. 147
Sundaram Chowk
Vadodara-407120","700
Patel Nagar
Bhubaneswar-184268","16/36, Kothari Zila
Malegaon-546623",68,66
22316119,Abdul Dhar,Om Golla,Megha Srinivasan,2003-04-24,Female,tsaraf@gmail.com,1117047038,"221
Lad Nagar
Ramgarh 570669","03/566, Venkatesh Ganj
Ahmednagar 874463","H.No. 31, Bansal, Bhilwara 046707",66,78
22316120,Ekantika Patla,Andrew Choudhury,Triya Butala,2001-12-12,Female,agoel@gmail.com,7512269845,"H.No. 25
Raj Path
Saharsa 661041","H.No. 14, Sabharwal Nagar
Kollam 425658","09/464
Nath Road
Rajahmundry-834712",94,73
22316121,Maanas Jain,Yatan Seth,Tanvi Gara,2000-12-10,Male,wablejalsa@gmail.com,1820436115,"74
Sangha, Amritsar-059242","99/57, Raju Road, Karnal 841175","36, Raman Zila
Gulbarga-628040",80,60
22316122,Wakeeta Banerjee,Fitan Karpe,Anya Chacko,2000-02-14,Male,laggarwal@gmail.com,9141834955,"H.No. 69
Hari Zila
Jhansi 961844","409
Ghose Chowk
Bhiwani 449796","H.No. 23, Din Zila, Agartala-249017",77,66
22316123,Jasmit Manne,Ekavir Arya,Zinal Rajagopal,2000-07-18,Male,udant92@gmail.com,1078702812,"91/13, Narula Circle, Aurangabad-874907","H.No. 458
Shah Chowk, Raipur 421339","H.No. 413
Kurian Street, Bijapur 075479",73,85
22316124,Kamya Mital,Rachit Gour,Ekta Saini,2004-01-26,Female,pushtimutti@gmail.com,1905542897,"H.No. 47, Gopal Circle, Gulbarga-473480","50/58, Parmer Road
Narasaraopet 807334","H.No. 52
Chanda Marg
Sagar-294575",84,74
22316125,Tara Dara,Chandresh Dar,Falak Gade,2004-09-28,Female,ekansh40@gmail.com,1106659811,"25/631
Karan Ganj, Dindigul 175695","01, Patil Road
Delhi 562791","86/02, Vig Street
Kakinada 463383",66,64
22316126,Kiaan Comar,Oscar Sur,Vasatika Chowdhury,2003-08-02,Male,murtyyashica@gmail.com,896935637,"54/898
Kadakia Road
Amaravati 000816","47/727, Rastogi Zila
Firozabad 202059","78
Gera Nagar, Jalandhar 768148",97,75
22316127,Qushi Vaidya,Isaac Bhat,Eesha Toor,2003-11-02,Male,shravyaratti@gmail.com,5937811119,"H.No. 248
Sawhney Ganj, Allahabad-482895","81/17
Parmer Street, Raiganj-780843","70/03, Khurana Road, Kamarhati 488543",89,77
22316128,Vihaan Parmar,Frederick Dayal,Urishilla Sampath,2003-07-23,Male,bhardwajwarjas@gmail.com,1622400573,"016, Tripathi Nagar
Noida-390103","96, Kothari Road, Katihar 395321","34, Walia Road
Suryapet-110462",69,73
22316129,Chaaya Chauhan,Hitesh Vaidya,Yashvi Mann,2001-12-01,Male,onveerpuri@gmail.com,7189404695,"42/80
Sabharwal Circle, Agartala 011268","83/08
Batra Circle
Giridih-984323","89, D�Alia Chowk
Ajmer-924907",72,61
22316130,Yug Wason,Jacob Bora,Udyati Manda,1999-11-22,Female,amaravohra@gmail.com,3036212802,"H.No. 990, Swaminathan Chowk, Haldia 117105","H.No. 89, Nath Nagar, Jamshedpur 430744","72/90, Balay Zila, Rewa-573722",65,96
22316131,Karan Gola,Kai Palla,Dayamai Gole,2000-06-06,Male,abeer53@gmail.com,6049205030,"13/619, Das Circle, Aligarh-901487","75, Patla Path
Bokaro-970024","H.No. 83, Hayer
Bihar Sharif 195628",66,67
22316132,Anusha Kale,Ranbir Sahni,Yamini Buch,2004-03-22,Female,dhritibaria@gmail.com,8123126450,"H.No. 222
Kumer Nagar
Aizawl 472832","H.No. 54
Sengupta Path
Lucknow 259146","H.No. 553, Sinha Zila, Amroha 286142",86,66
22316133,Gaurang Panchal,Dalbir Pingle,Ekantika Grewal,2002-01-19,Female,nairneel@gmail.com,6453837730,"391
Bhalla Marg
Tezpur-836146","51
Contractor Circle, Moradabad-141674","H.No. 601
Dass Ganj, Jaipur 407604",88,93
22316134,Sai Murthy,Chanakya Sami,Ekta Murthy,2001-02-07,Male,nirja35@gmail.com,7386194495,"87
Sankaran Ganj, Deoghar 072469","77
Chatterjee Nagar, Noida 694443","79
Ram Nagar
Nellore-706445",93,70
22316135,Ethan Balakrishnan,Jeet Bhardwaj,Damyanti Om,2001-05-22,Female,ubika62@gmail.com,7116738963,"372, Kannan Marg, Udaipur 446334","86
Vohra Road
Cuttack 184460","79/677
Sarma Road
Kollam 585239",64,65
22316136,Harinakshi Lal,Banjeet Rama,Lavanya Master,2005-01-14,Male,vivaandave@gmail.com,5486172015,"H.No. 85
Kashyap Chowk
Aurangabad-218084","68/097
Loyal Chowk
Mysore 578135","30/21
Bawa Road, Tiruchirappalli-942749",85,81
22316137,Riya Deshmukh,Yagnesh Goda,Leena Prashad,2003-03-22,Male,bahridarika@gmail.com,6861447980,"66/25
Sawhney Path
Anantapur-031633","H.No. 66
Grover Path, Bangalore 066611","H.No. 26
Gera Street, Buxar-992360",97,89
22316138,Yasti Dyal,Logan Puri,Daksha Bakshi,2005-02-03,Male,warda54@gmail.com,7188131520,"H.No. 569, Divan
Indore 583013","H.No. 23, Khurana Circle, Warangal-648837","H.No. 63, Prabhakar Zila
Gulbarga 445050",64,69
22316139,Tanveer Wali,Pranit Upadhyay,Chaman Sunder,2000-06-24,Female,vivaan85@gmail.com,2812240240,"34, Mitra Street
Ahmedabad-521748","067, Sami Ganj, Amravati 063964","62, Soni Path
Jodhpur-477603",73,94
22316140,Darika Jha,Banjeet Gole,Oni Bir,2001-04-02,Male,pandyaharshil@gmail.com,8179131726,"98/534
Rout Nagar
Darbhanga 455316","H.No. 41, Bhardwaj Zila, Fatehpur-726203","59/521
Vaidya Zila
Kadapa 614115",90,92
22316141,Dalbir Butala,Advay Chauhan,Kashvi Murthy,2003-12-29,Male,warjasshroff@gmail.com,7719450527,"99/37
Minhas Road
Sikar-146207","55, Sahota Ganj, Latur 205840","H.No. 73, Sangha Nagar
Fatehpur-582711",89,65
22316142,Harshil Pandit,Noah Vohra,Inaya Devi,2005-02-28,Male,khannagirindra@gmail.com,2159681336,"H.No. 52
Wali Marg, Tirunelveli-418667","H.No. 46
Bahri Nagar, Etawah 877820","61
Lanka Circle, Faridabad 090936",76,94
22316143,Nicholas Pathak,Kabir Lad,Yashica Varma,2001-05-27,Male,kborah@gmail.com,6650306015,"H.No. 27, Bora Path, Kolkata-099361","45
Hayer Circle, Ongole-566271","H.No. 237
Khosla Nagar
Thanjavur-799005",66,83
22316144,Alka Nadkarni,Faraj Shere,Devika Ranganathan,2003-10-22,Female,parthpanchal@gmail.com,1442443494,"66, Kohli Circle, Tirunelveli-703219","810
Bhargava Zila
Hospet-934827","28/75
Kota Zila, Malegaon 154803",63,81
22316145,Vivaan Sachdev,Nathaniel Rajagopalan,Aarna Sachdeva,2004-08-07,Male,praneel07@gmail.com,4256921561,"H.No. 740
Dua Zila, Vellore-049215","H.No. 385
Uppal Zila, Ichalkaranji 812006","H.No. 47
Subramaniam Nagar, Korba-819987",95,73
22316146,Azad Kapadia,Fitan De,Leena Munshi,2003-03-28,Female,ladwatika@gmail.com,5224274414,"085, Mani Marg
Davanagere-224566","H.No. 828, Ratta Zila
Kulti 206368","381, Kapur Nagar, Gurgaon 798854",81,93
22316147,Harita Nayak,Ryan Chadha,Yadavi Pandya,2004-09-04,Female,tejas66@gmail.com,5330938793,"H.No. 97, Bakshi Chowk
Madanapalle 324504","06/80
Basu Street, Tinsukia 572324","73/94
Contractor Ganj, Anantapuram-937725",69,87
22316148,Radha Keer,Wyatt Guha,Indali Dixit,2005-01-15,Male,bkara@gmail.com,7551146468,"74/52
Sawhney Circle
Raichur-728305","74
Sheth Marg
Serampore-658435","H.No. 107
Hari Circle
Karimnagar-819555",75,87
22316149,Harita Halder,Jeet Narasimhan,Vansha Varughese,1999-09-17,Female,farisparmar@gmail.com,7908881692,"H.No. 45
Sur Zila, Hazaribagh 200507","83, Sathe Chowk, Thanjavur-369196","H.No. 525, Ramesh Street
Narasaraopet-758052",94,61
22316150,Zinal Singhal,Vihaan Mane,Shravya Dasgupta,2004-03-05,Male,ekaja24@gmail.com,7373139525,"466
Mangat Zila
Malegaon 913542","87
Verma Ganj
Erode-500476","H.No. 06
Tandon Path, Udupi 969160",64,85
22317001,Chakradev Ganesh,Gabriel Din,Urmi Sathe,2003-11-13,Male,yogichameli@gmail.com,6197328503,"H.No. 75, Dube Street, Alappuzha 112221","11/94
Guha Circle, Gwalior-776431","78/915, Dubey Circle
Kishanganj 411472",71,85
22317002,Bhavya Lata,Tristan Atwal,Saanvi Kunda,2002-07-13,Female,vasana19@gmail.com,7008205113,"06/06
Iyer Road, Kottayam-554929","40/40, Choudhry Path, Meerut 586359","14/54
Raman Ganj
Kumbakonam-404897",84,93
22317003,Manan Singhal,Hitesh Bail,Ekani Nagi,2003-12-19,Male,merchantindrajit@gmail.com,8697963299,"H.No. 849, Ray Circle, Hospet 809789","H.No. 43
Patel Path
Sagar 854805","H.No. 922
Ranganathan Marg
Kollam-369772",93,92
22317004,Mekhala Dalal,Ekbal Tella,Maya Jha,2003-12-25,Male,ganne@gmail.com,3597865207,"H.No. 836
Vala Circle
Katni-372580","82, Bhalla Nagar, Cuttack 159660","39/226
Nadkarni Marg
Phagwara-147174",62,86
22317005,Krishna Gade,Teerth Kannan,Kamala Gill,2002-11-18,Male,somanharita@gmail.com,3097390680,"H.No. 51
Mand Zila
Ratlam 434348","72/447
Sengupta Nagar
Davanagere 806686","05/82, Kant Circle
Hubli�Dharwad-400220",70,80
22317006,Irya Nayak,Liam Doctor,Arunima De,2003-02-13,Male,quincysane@gmail.com,3285980582,"H.No. 804, Kalla Street
Bhiwani 557829","H.No. 76, Roy Street, Thanjavur-200569","H.No. 999, Dada Circle
Karaikudi 802183",91,93
22317007,Charan Madan,Parth Thaman,Shravya D�Alia,2001-03-07,Male,swamyurishilla@gmail.com,8716606685,"91/13
Narayan Road, Hazaribagh 421074","176, Anne Street, Gurgaon-025259","H.No. 04
Hegde Chowk, Bhind 425046",72,67
22317008,Logan Gade,Simon Chopra,Lekha Panchal,2000-01-25,Male,mekhala31@gmail.com,8317222890,"812
Doctor Path, Dehri 926856","87/768
Mani Circle
Kadapa 265646","H.No. 69
Bath Zila, Nadiad-012520",73,68
22317009,Janani Vora,Ekansh Bumb,Zansi Bhalla,2004-10-01,Male,ganga48@gmail.com,4770729816,"642, Dhar Chowk
Ratlam 488744","22/91
Nori Ganj, Tezpur 308635","H.No. 904
Brar Street
Eluru 274159",84,71
22317010,Niharika Walla,Isaac Hari,Indali Dora,2001-12-07,Female,deshmukhyatan@gmail.com,1316959051,"932
Bains Zila
Mango-731487","39/17
Chaudry Path, Dhanbad 338795","406
Mitra Chowk, Allahabad-490912",89,86
22317011,Rayaan Halder,Henry Buch,Nilima Bhatnagar,2004-08-25,Male,chakradhar29@gmail.com,9874408304,"006
Mohanty Zila, Kumbakonam-579831","H.No. 35, Dalal Ganj
Hajipur-468889","46/976
Bhalla Road
Siliguri 845841",84,61
22317012,Yashvi Nair,Abdul Lall,Shivani Gulati,2004-06-28,Male,mdevan@gmail.com,4900694731,"H.No. 91
Nagi Circle
Visakhapatnam 056541","84/43
Lalla Path, Jorhat 881037","17, Mall Marg
Dhanbad 989715",68,87
22317013,Shivani Mukhopadhyay,Chakradev Manda,Arunima Hans,2002-03-15,Female,jjoshi@gmail.com,7038207040,"H.No. 58
Chand Nagar, Tezpur-391451","H.No. 827, Gaba Chowk, Akola 171164","H.No. 672, Varughese
Farrukhabad-921198",69,78
22317014,Ryan Cherian,Andrew Om,Yashvi Prashad,2005-05-28,Female,rpatil@gmail.com,3539513324,"60/78, Gala Road
Dehri-183560","125, Chawla Street
Nagpur-859346","H.No. 57
Thakur Nagar, Medininagar-592338",89,60
22317015,Jackson Datta,Maanav Chaudhry,Yashodhara Contractor,2001-12-01,Male,kashyapsneha@gmail.com,3106460030,"H.No. 881
Arya Nagar, Madanapalle 319297","H.No. 162, Agarwal Road
Cuttack 172287","90/603
Ray Road, Alappuzha-948094",74,84
22317016,Urvi Iyer,Siddharth Dasgupta,Yamini Sandhu,2001-08-11,Female,kevinbutala@gmail.com,6241386187,"H.No. 35, Jaggi Ganj
Farrukhabad 264625","436
Dar Marg, Farrukhabad-929189","89/94, Kaul Street
Thrissur 229150",68,70
22317017,Harsh Chowdhury,Oscar Randhawa,Siya Setty,2004-10-28,Female,sagarchanakya@gmail.com,5212383909,"72/242
Hora Chowk, Guna-010772","55/53, Padmanabhan Chowk
Kakinada-872164","41/087
Seshadri Zila
Allahabad 414056",73,73
